id;name;cityId
1144;Mandiangin;90
1145;Air Hitam;90
1146;Bathin VIII;90
1147;Singkut;90
1148;Cermin Nan Gedang;90
1149;Mandiangin Timur;90
1150;Mersam;91
1151;Muara Tembesi;91
1152;Muara Bulian;91
1153;Batin XXIV;91
1154;Pemayung;91
1155;Maro Sebo Ulu;91
1156;Bajubang;91
1157;Maro Sebo Ilir;91
1158;Jambi Luar Kota;92
1159;Sekernan;92
1160;Kumpeh;92
1161;Maro Sebo;92
1162;Mestong;92
1163;Kumpeh Ulu;92
1164;Sungai Bahar;92
1165;Sungai Gelam;92
1166;Bahar Utara;92
1167;Bahar Selatan;92
1168;Taman Rajo;92
1169;Tungkal Ulu;93
1170;Tungkal Ilir;93
1171;Pengabuan;93
1172;Betara;93
1173;Merlung;93
1174;Tebing Tinggi;93
1175;Batang Asam;93
1176;Renah Mendaluh;93
1177;Muara Papalik;93
1178;Seberang Kota;93
1179;Bram Itam;93
1180;Kuala Betara;93
1181;Senyerang;93
1182;Muara Sabak Timur;94
1183;Nipah Panjang;94
1184;Mendahara;94
1185;Rantau Rasau;94
1186;S a d u;94
1187;Dendang;94
1188;Muara Sabak Barat;94
1189;Kuala Jambi;94
1190;Mendahara Ulu;94
1191;Geragai;94
1192;Berbak;94
1193;Tanah Tumbuh;95
1194;Rantau Pandan;95
1195;Pasar Muaro Bungo;95
1196;Jujuhan;95
1197;Tanah Sepenggal;95
1198;Pelepat;95
1199;Limbur Lubuk Mengkuang;95
1200;Muko-muko Bathin VII;95
1201;Pelepat Ilir;95
1202;Batin II Babeko;95
1203;Bathin III;95
1204;Bungo Dani;95
1205;Rimbo Tengah;95
1206;Bathin III Ulu;95
1207;Bathin II Pelayang;95
1208;Jujuhan Ilir;95
1209;Tanah Sepenggal Lintas;95
1210;Tebo Tengah;96
1211;Tebo Ilir;96
1212;Tebo Ulu;96
1213;Rimbo Bujang;96
1214;Sumay;96
1215;VII Koto;96
1216;Rimbo Ulu;96
1217;Rimbo Ilir;96
1218;Tengah Ilir;96
1219;Serai Serumpun;96
1220;VII Koto Ilir;96
1221;Muara Tabir;96
1222;Telanaipura;97
1223;Jambi Selatan;97
1224;Jambi Timur;97
1225;Pasar Jambi;97
1226;Pelayangan;97
1227;Danau Teluk;97
1228;Kota Baru;97
1229;Jelutung;97
1230;Alam Barajo;97
1231;Danau Sipin;97
1232;Paal Merah;97
1233;Sungai Penuh;98
1234;Pesisir Bukit;98
1235;Hamparan Rawang;98
1236;Tanah Kampung;98
1237;Kumun Debai;98
1238;Pondok Tinggi;98
1239;Koto Baru;98
1240;Sungai Bungkal;98
1241;Sosoh Buay Rayap;99
1242;Pengandonan;99
1243;Peninjauan;99
1244;Baturaja Barat;99
1245;Baturaja Timur;99
1246;Ulu Ogan;99
1247;Semidang Aji;99
1248;Lubuk Batang;99
1249;Lengkiti;99
1250;Sinar Peninjauan;99
1251;Lubuk Raja;99
1252;Muara Jaya;99
1253;Kedaton Peninjauan Raya;99
1254;Tanjung Lubuk;100
1255;Pedamaran;100
1256;Mesuji;100
1257;Kayu Agung;100
1258;Sirah Pulau Padang;100
1259;Tulung Selapan;100
1260;Pampangan;100
1261;Lempuing;100
1262;Air Sugihan;100
1263;Sungai Menang;100
1264;Jejawi;100
1265;Cengal;100
1266;Pangkalan Lampam;100
1267;Mesuji Makmur;100
1268;Mesuji Raya;100
1269;Lempuing Jaya;100
1270;Teluk Gelam;100
1271;Pedamaran Timur;100
1272;Tanjung Agung;101
1273;Muara Enim;101
1274;Rambang Niru;101
1275;Gunung Megang;101
1276;Gelumbang;101
1277;Lawang Kidul;101
1278;Semende Darat Laut;101
1279;Semende Darat Tengah;101
1280;Semende Darat Ulu;101
1281;Ujan Mas;101
1282;Lubai;101
1283;Rambang;101
1284;Sungai Rotan;101
1285;Lembak;101
1286;Benakat;101
1287;Kelekar;101
1288;Muara Belida;101
1289;Belimbing;101
1290;Belida Darat;101
1291;Lubai Ulu;101
1292;Empat Petulai Dangku;101
1293;Panang Enim;101
1294;Tanjungsakti Pumu;102
1295;Jarai;102
1296;Kota Agung;102
1297;Pulaupinang;102
1298;Merapi Barat;102
1299;Lahat;102
1300;Pajar Bulan;102
1301;Mulak Ulu;102
1302;Kikim Selatan;102
1303;Kikim Timur;102
1304;Kikim Tengah;102
1305;Kikim Barat;102
1306;Pseksu;102
1307;Gumay Talang;102
1308;Pagar Gunung;102
1309;Merapi Timur;102
1310;Tanjung Sakti Pumi;102
1311;Gumay Ulu;102
1312;Merapi Selatan;102
1313;Tanjungtebat;102
1314;Muarapayang;102
1315;Sukamerindu;102
1316;Mulak Sebingkai;102
1317;Lahat Selatan;102
1318;Tugumulyo;103
1319;Muara Lakitan;103
1320;Muara Kelingi;103
1321;Jayaloka;103
1322;Muara Beliti;103
1323;STL Ulu Terawas;103
1324;Selangit;103
1325;Megang Sakti;103
1326;Purwodadi;103
1327;BTS. Ulu;103
1328;Tiang Pumpung Kepungut;103
1329;Sumber Harta;103
1330;Tuah Negeri;103
1331;Suka Karya;103
1332;Sekayu;104
1333;Lais;104
1334;Sungai Keruh;104
1335;Batang Hari Leko;104
1336;Sanga Desa;104
1337;Babat Toman;104
1338;Sungai Lilin;104
1339;Keluang;104
1340;Bayung Lencir;104
1341;Plakat Tinggi;104
1342;Lalan;104
1343;Tungkal Jaya;104
1344;Lawang Wetan;104
1345;Babat Supat;104
1346;Jirak Jaya;104
1347;Banyuasin I;105
1348;Banyuasin II;105
1349;Banyuasin III;105
1350;Pulau Rimau;105
1351;Betung;105
1352;Rambutan;105
1353;Muara Padang;105
1354;Muara Telang;105
1355;Makarti Jaya;105
1356;Talang Kelapa;105
1357;Rantau Bayur;105
1358;Tanjung Lago;105
1359;Muara Sugihan;105
1360;Air Salek;105
1361;Tungkal Ilir;105
1362;Suak Tapeh;105
1363;Sembawa;105
1364;Sumber Marga Telang;105
1365;Air Kumbang;105
1366;Karangagung Ilir;105
1367;Selat Panuguan;105
1368;Martapura;106
1369;Buay Madang;106
1370;Belitang;106
1371;Cempaka;106
1372;Buay Pemuka Peliung;106
1373;Madang Suku II;106
1374;Madang Suku I;106
1375;Semendawai Suku III;106
1376;Belitang II;106
1377;Belitang III;106
1378;Bunga Mayang;106
1379;Buay Madang Timur;106
1380;Madang Suku III;106
1381;Semendawai Barat;106
1382;Semendawai Timur;106
1383;Jayapura;106
1384;Belitang Jaya;106
1385;Belitang Madang Raya;106
1386;Belitang Mulya;106
1387;Buay Pemuka Bangsa Raja;106
1388;Muara Dua;107
1389;Pulau Beringin;107
1390;Banding Agung;107
1391;Muara Dua Kisam;107
1392;Simpang;107
1393;Buay Sandang Aji;107
1394;Buay Runjung;107
1395;Mekakau Ilir;107
1396;Buay Pemaca;107
1397;Kisam Tinggi;107
1398;Kisam Ilir;107
1399;Buay Pematang Ribu Ranau Tengah;107
1400;Warkuk Ranau Selatan;107
1401;Runjung Agung;107
1402;Sungai Are;107
1403;Sindang Danau;107
1404;Buana Pemaca;107
1405;Tiga Dihaji;107
1406;Buay Rawan;107
1407;Muara Kuang;108
1408;Tanjung Batu;108
1409;Tanjung Raja;108
1410;Indralaya;108
1411;Pemulutan;108
1412;Rantau Alai;108
1413;Indralaya Utara;108
1414;Indralaya Selatan;108
1415;Pemulutan Selatan;108
1416;Pemulutan Barat;108
1417;Rantau Panjang;108
1418;Sungai Pinang;108
1419;Kandis;108
1420;Rambang Kuang;108
1421;Lubuk Keliat;108
1422;Payaraman;108
1423;Muara Pinang;109
1424;Pendopo;109
1425;Ulu Musi;109
1426;Tebing Tinggi;109
1427;Lintang Kanan;109
1428;Talang Padang;109
1429;Pasemah Air Keruh;109
1430;Sikap Dalam;109
1431;Saling;109
1432;Pendopo Barat;109
1433;Talang Ubi;110
1434;Penukal Utara;110
1435;Penukal;110
1436;Abab;110
1437;Tanah Abang;110
1438;Rupit;111
1439;Rawas Ulu;111
1440;Nibung;111
1441;Rawas Ilir;111
1442;Karang Dapo;111
1443;Karang Jaya;111
1444;Ulu Rawas;111
1445;Ilir Barat II;112
1446;Seberang Ulu I;112
1447;Seberang Ulu II;112
1448;Ilir Barat I;112
1449;Ilir Timur I;112
1450;Ilir Timur II;112
1451;Sukarami;112
1452;Sako;112
1453;Kemuning;112
1454;Kalidoni;112
1455;Bukit Kecil;112
1456;Gandus;112
1457;Kertapati;112
1458;Plaju;112
1459;Alang-alang Lebar;112
1460;Sematang Borang;112
1461;Jakabaring;112
1462;Ilir Timur Tiga;112
1463;Pagar Alam Utara;113
1464;Pagar Alam Selatan;113
1465;Dempo Utara;113
1466;Dempo Selatan;113
1467;Dempo Tengah;113
1468;Lubuk Linggau Timur I;114
1469;Lubuk Linggau Barat I;114
1470;Lubuk Linggau Selatan I;114
1471;Lubuk Linggau Utara I;114
1472;Lubuk Linggau Timur II;114
1473;Lubuk Linggau Barat II;114
1474;Lubuk Linggau Selatan II;114
1475;Lubuk Linggau Utara II;114
1476;Prabumulih Barat;115
1477;Prabumulih Timur;115
1478;Cambai;115
1479;Rambang Kapak Tengah;115
1480;Prabumulih Utara;115
1481;Prabumulih Selatan;115
1482;Kedurang;116
1483;Seginim;116
1484;Pino;116
1485;Manna;116
1486;Kota Manna;116
1487;Pino Raya;116
1488;Kedurang Ilir;116
1489;Air Nipis;116
1490;Ulu Manna;116
1491;Bunga Mas;116
1492;Pasar Manna;116
1493;Kota Padang;117
1494;Padang Ulak Tanding;117
1495;Sindang Kelingi;117
1496;Curup;117
1497;Bermani Ulu;117
1498;Selupu Rejang;117
1499;Curup Utara;117
1500;Curup Timur;117
1501;Curup Selatan;117
1502;Curup Tengah;117
1503;Binduriang;117
1504;Sindang Beliti Ulu;117
1505;Sindang Dataran;117
1506;Sindang Beliti Ilir;117
1507;Bermani Ulu Raya;117
1508;Enggano;118
1509;Kerkap;118
1510;Kota Arga Makmur;118
1511;Giri Mulya;118
1512;Padang Jaya;118
1513;Lais;118
1514;Batik Nau;118
1515;Ketahun;118
1516;Napal Putih;118
1517;Putri Hijau;118
1518;Air Besi;118
1519;Air Napal;118
1520;Hulu Palik;118
1521;Air Padang;118
1522;Arma Jaya;118
1523;Tanjung Agung Palik;118
1524;Ulok Kupai;118
1525;Pinang Raya;118
1526;Marga Sakti Sebelat;118
1527;Kinal;119
1528;Tanjung Kemuning;119
1529;Kaur Utara;119
1530;Kaur Tengah;119
1531;Kaur Selatan;119
1532;Maje;119
1533;Nasal;119
1534;Semidang Gumay;119
1535;Kelam Tengah;119
1536;Luas;119
1537;Muara Sahung;119
1538;Tetap;119
1539;Lungkang Kule;119
1540;Padang Guci Hilir;119
1541;Padang Guci Hulu;119
1542;Sukaraja;120
1543;Seluma;120
1544;Talo;120
1545;Semidang Alas;120
1546;Semidang Alas Maras;120
1547;Air Periukan;120
1548;Lubuk Sandi;120
1549;Seluma Barat;120
1550;Seluma Timur;120
1551;Seluma Utara;120
1552;Seluma Selatan;120
1553;Talo Kecil;120
1554;Ulu Talo;120
1555;Ilir Talo;120
1556;Lubuk Pinang;121
1557;Kota Mukomuko;121
1558;Teras Terunjam;121
1559;Pondok Suguh;121
1560;Ipuh;121
1561;Malin Deman;121
1562;Air Rami;121
1563;Teramang Jaya;121
1564;Selagan Raya;121
1565;Penarik;121
1566;XIV Koto;121
1567;V Koto;121
1568;Air Majunto;121
1569;Air Dikit;121
1570;Sungai Rumbai;121
1571;Lebong Utara;122
1572;Lebong Atas;122
1573;Lebong Tengah;122
1574;Lebong Selatan;122
1575;Rimbo Pengadang;122
1576;Topos;122
1577;Bingin Kuning;122
1578;Lebong Sakti;122
1579;Pelabai;122
1580;Amen;122
1581;Uram Jaya;122
1582;Pinang Belapis;122
1583;Bermani Ilir;123
1584;Ujan Mas;123
1585;Tebat Karai;123
1586;Kepahiang;123
1587;Merigi;123
1588;Kebawetan;123
1589;Seberang Musi;123
1590;Muara Kemumu;123
1591;Karang Tinggi;124
1592;Talang Empat;124
1593;Pondok Kelapa;124
1594;Pematang Tiga;124
1595;Pagar Jati;124
1596;Taba Penanjung;124
1597;Merigi Kelindang;124
1598;Merigi Sakti;124
1599;Pondok Kubang;124
1600;Bang Haji;124
1601;Semidang Lagan;124
1602;Selebar;125
1603;Gading Cempaka;125
1604;Teluk Segara;125
1605;Muara Bangka Hulu;125
1606;Kampung Melayu;125
1607;Ratu Agung;125
1608;Ratu Samban;125
1609;Sungai Serut;125
1610;Singaran Pati;125
1611;Natar;126
1612;Tanjung Bintang;126
1613;Kalianda;126
1614;Sidomulyo;126
1615;Katibung;126
1616;Penengahan;126
1617;Palas;126
1618;Jati Agung;126
1619;Ketapang;126
1620;Sragi;126
1621;Raja Basa;126
1622;Candipuro;126
1623;Merbau Mataram;126
1624;Bakauheni;126
1625;Tanjung Sari;126
1626;Way Sulan;126
1627;Way Panji;126
1628;Kalirejo;127
1629;Bangun Rejo;127
1630;Padang Ratu;127
1631;Gunung Sugih;127
1632;Trimurjo;127
1633;Punggur;127
1634;Terbanggi Besar;127
1635;Seputih Raman;127
1636;Rumbia;127
1637;Seputih Banyak;127
1638;Seputih Mataram;127
1639;Seputih Surabaya;127
1640;Terusan Nunyai;127
1641;Bumi Ratu Nuban;127
1642;Bekri;127
1643;Seputih Agung;127
1644;Way Pangubuan;127
1645;Bandar Mataram;127
1646;Pubian;127
1647;Selagai Lingga;127
1648;Anak Tuha;127
1649;Sendang Agung;127
1650;Kota Gajah;127
1651;Bumi Nabung;127
1652;Way Seputih;127
1653;Bandar Surabaya;127
1654;Anak Ratu Aji;127
1655;Putra Rumbia;127
1656;Bukit Kemuning;128
1657;Kotabumi;128
1658;Sungkai Selatan;128
1659;Tanjung Raja;128
1660;Abung Timur;128
1661;Abung Barat;128
1662;Abung Selatan;128
1663;Sungkai Utara;128
1664;Kotabumi Utara;128
1665;Kotabumi Selatan;128
1666;Abung Tengah;128
1667;Abung Tinggi;128
1668;Abung Semuli;128
1669;Abung Surakarta;128
1670;Muara Sungkai;128
1671;Bunga Mayang;128
1672;Hulu Sungkai;128
1673;Sungkai Tengah;128
1674;Abung Pekurun;128
1675;Sungkai Jaya;128
1676;Sungkai Barat;128
1677;Abung Kunang;128
1678;Blambangan Pagar;128
1679;Balik Bukit;129
1680;Sumber Jaya;129
1681;Belalau;129
1682;Way Tenong;129
1683;Sekincau;129
1684;Suoh;129
1685;Batu Brak;129
1686;Sukau;129
1687;Gedung Surian;129
1688;Kebun Tebu;129
1689;Air Hitam;129
1690;Pagar Dewa;129
1691;Batu Ketulis;129
1692;Lumbok Seminung;129
1693;Bandar Negeri Suoh;129
1694;Menggala;130
1695;Gedung Aji;130
1696;Banjar Agung;130
1697;Gedung Meneng;130
1698;Rawa Jitu Selatan;130
1699;Penawar Tama;130
1700;Rawa Jitu Timur;130
1701;Banjar Margo;130
1702;Rawa Pitu;130
1703;Penawar Aji;130
1704;Dente Teladas;130
1705;Meraksa Aji;130
1706;Gedung Aji Baru;130
1707;Banjar Baru;130
1708;Menggala Timur;130
1709;Kota Agung;131
1710;Talang Padang;131
1711;Wonosobo;131
1712;Pulau Panggung;131
1713;Cukuh Balak;131
1714;Pugung;131
1715;Semaka;131
1716;Sumberejo;131
1717;Ulu Belu;131
1718;Pematang Sawa;131
1719;Kelumbayan;131
1720;Kota Agung Barat;131
1721;Kota Agung Timur;131
1722;Gisting;131
1723;Gunung Alip;131
1724;Limau;131
1725;Bandar Negeri Semuong;131
1726;Air Naningan;131
1727;Bulok;131
1728;Klumbayan Barat;131
1729;Sukadana;132
1730;Labuhan Maringgai;132
1731;Jabung;132
1732;Pekalongan;132
1733;Sekampung;132
1734;Batanghari;132
1735;Way Jepara;132
1736;Purbolinggo;132
1737;Raman Utara;132
1738;Metro Kibang;132
1739;Marga Tiga;132
1740;Sekampung Udik;132
1741;Batanghari Nuban;132
1742;Bumi Agung;132
1743;Bandar Sribhawono;132
1744;Mataram Baru;132
1745;Melinting;132
1746;Gunung Pelindung;132
1747;Pasir Sakti;132
1748;Waway Karya;132
1749;Labuhan Ratu;132
1750;Braja Selebah;132
1751;Way Bungur;132
1752;Marga Sekampung;132
1753;Blambangan Umpu;133
1754;Kasui;133
1755;Banjit;133
1756;Baradatu;133
1757;Bahuga;133
1758;Pakuan Ratu;133
1759;Negeri Agung;133
1760;Way Tuba;133
1761;Rebang Tangkas;133
1762;Gunung Labuhan;133
1763;Negara Batin;133
1764;Negeri Besar;133
1765;Buay Bahuga;133
1766;Bumi Agung;133
1767;Umpu Semenguk;133
1768;Gedong Tataan;134
1769;Negeri Katon;134
1770;Tegineneng;134
1771;Way Lima;134
1772;Padang Cermin;134
1773;Punduh Pidada;134
1774;Kedondong;134
1775;Marga Punduh;134
1776;Way Khilau;134
1777;Teluk Pandan;134
1778;Way Ratai;134
1779;Pringsewu;135
1780;Gading Rejo;135
1781;Ambarawa;135
1782;Pardasuka;135
1783;Pagelaran;135
1784;Banyumas;135
1785;Adiluwih;135
1786;Sukoharjo;135
1787;Pagelaran Utara;135
1788;Mesuji;136
1789;Mesuji Timur;136
1790;Rawa Jitu Utara;136
1791;Way Serdang;136
1792;Simpang Pematang;136
1793;Panca Jaya;136
1794;Tanjung Raya;136
1795;Tulang Bawang Tengah;137
1796;Tumijajar;137
1797;Tulang Bawang Udik;137
1798;Gunung Terang;137
1799;Gunung Agung;137
1800;Way Kenanga;137
1801;Lambu Kibang;137
1802;Pagar Dewa;137
1803;Batu Putih;137
1804;Pesisir Tengah;138
1805;Pesisir Selatan;138
1806;Lemong;138
1807;Pesisir Utara;138
1808;Karya Penggawa;138
1809;Pulaupisang;138
1810;Way Krui;138
1811;Krui Selatan;138
1812;Ngambur;138
1813;Ngaras;138
1814;Bangkunat;138
1815;Kedaton;139
1816;Sukarame;139
1817;Tanjungkarang Barat;139
1818;Panjang;139
1819;Tanjungkarang Timur;139
1820;Tanjungkarang Pusat;139
1821;Telukbetung Selatan;139
1822;Telukbetung Barat;139
1823;Telukbetung Utara;139
1824;Rajabasa;139
1825;Tanjung Senang;139
1826;Sukabumi;139
1827;Kemiling;139
1828;Labuhan Ratu;139
1829;Way Halim;139
1830;Langkapura;139
1831;Enggal;139
1832;Kedamaian;139
1833;Telukbetung Timur;139
1834;Bumi Waras;139
1835;Metro Pusat;140
1836;Metro Utara;140
1837;Metro Barat;140
1838;Metro Timur;140
1839;Metro Selatan;140
1840;Sungailiat;141
1841;Belinyu;141
1842;Merawang;141
1843;Mendo Barat;141
1844;Pemali;141
1845;Bakam;141
1846;Riau Silip;141
1847;Puding Besar;141
1848;Tanjung Pandan;142
1849;Membalong;142
1850;Selat Nasik;142
1851;Sijuk;142
1852;Badau;142
1853;Toboali;143
1854;Lepar;143
1855;Airgegas;143
1856;Simpang Rimba;143
1857;Payung;143
1858;Tukak Sadai;143
1859;Pulaubesar;143
1860;Kepulauan Pongok;143
1861;Koba;144
1862;Pangkalan Baru;144
1863;Sungai Selan;144
1864;Simpang Katis;144
1865;Namang;144
1866;Lubuk Besar;144
1867;Mentok;145
1868;Simpang Teritip;145
1869;Jebus;145
1870;Kelapa;145
1871;Tempilang;145
1872;Parittiga;145
1873;Manggar;146
1874;Gantung;146
1875;Dendang;146
1876;Kelapa Kampit;146
1877;Damar;146
1878;Simpang Renggiang;146
1879;Simpang Pesak;146
1880;Bukit Intan;147
1881;Taman Sari;147
1882;Pangkal Balam;147
1883;Rangkui;147
1884;Gerunggang;147
1885;Gabek;147
1886;Girimaya;147
1887;Gunung Kijang;148
1888;Bintan Timur;148
1889;Bintan Utara;148
1890;Teluk Bintan;148
1891;Tambelan;148
1892;Telok Sebong;148
1893;Toapaya;148
1894;Mantang;148
1895;Bintan Pesisir;148
1896;Seri Kuala Lobam;148
1897;Moro;149
1898;Kundur;149
1899;Karimun;149
1900;Meral;149
1901;Tebing;149
1902;Buru;149
1903;Kundur Utara;149
1904;Kundur Barat;149
1905;Durai;149
1906;Meral Barat;149
1907;Ungar;149
1908;Belat;149
1909;Selat Gelam;149
1910;Sugie Besar;149
1911;Midai;150
1912;Bunguran Barat;150
1913;Serasan;150
1914;Bunguran Timur;150
1915;Bunguran Utara;150
1916;Subi;150
1917;Pulau Laut;150
1918;Pulau Tiga;150
1919;Bunguran Timur Laut;150
1920;Bunguran Tengah;150
1921;Bunguran Selatan;150
1922;Serasan Timur;150
1923;Bunguran Batubi;150
1924;Pulau Tiga Barat;150
1925;Suak Midai;150
1926;Pulau Panjang;150
1927;Pulau Seluan;150
1928;Singkep;151
1929;Lingga;151
1930;Senayang;151
1931;Singkep Barat;151
1932;Lingga Utara;151
1933;Singkep Pesisir;151
1934;Lingga Timur;151
1935;Selayar;151
1936;Singkep Selatan;151
1937;Kepulauan Posek;151
1938;Katang Bidare;151
1939;Temiang Pesisir;151
1940;Bakung Serumpun;151
1941;Siantan;152
1942;Palmatak;152
1943;Siantan Timur;152
1944;Siantan Selatan;152
1945;Jemaja Timur;152
1946;Jemaja;152
1947;Siantan Tengah;152
1948;Siantan Utara;152
1949;Jemaja Barat;152
1950;Kute Siantan;152
1951;Belakang Padang;153
1952;Batu Ampar;153
1953;Sekupang;153
1954;Nongsa;153
1955;Bulang;153
1956;Lubuk Baja;153
1957;Sei Beduk;153
1958;Galang;153
1959;Bengkong;153
1960;Batam Kota;153
1961;Sagulung;153
1962;Batu Aji;153
1963;Tanjung Pinang Barat;154
1964;Tanjung Pinang Timur;154
1965;Tanjung Pinang Kota;154
1966;Bukit Bestari;154
1967;Kepulauan Seribu Utara;155
1968;Kepulauan Seribu Selatan.;155
1969;Gambir;156
1970;Sawah Besar;156
1971;Kemayoran;156
1972;Senen;156
1973;Cempaka Putih;156
1974;Menteng;156
1975;Tanah Abang;156
1976;Johar Baru;156
1977;Penjaringan;157
1978;Tanjung Priok;157
1979;Koja;157
1980;Cilincing;157
1981;Pademangan;157
1982;Kelapa Gading;157
1983;Cengkareng;158
1984;Grogol Petamburan;158
1985;Taman Sari;158
1986;Tambora;158
1987;Kebon Jeruk;158
1988;Kalideres;158
1990;Kembangan;158
1991;Tebet;159
1992;Setiabudi;159
1993;Mampang Prapatan;159
1994;Pasar Minggu;159
1995;Kebayoran Lama;159
1996;Cilandak;159
1997;Kebayoran Baru;159
1998;Pancoran;159
1999;Jagakarsa;159
2000;Pesanggrahan;159
2001;Matraman;160
2002;Pulogadung;160
2003;Jatinegara;160
2004;Kramatjati;160
2005;Pasar Rebo;160
2006;Cakung;160
2007;Duren Sawit;160
2008;Makasar;160
2009;Ciracas;160
2010;Cipayung;160
2011;Cibinong;161
2012;Gunung Putri;161
2013;Citeureup;161
2014;Sukaraja;161
2015;Babakan Madang;161
2016;Jonggol;161
2017;Cileungsi;161
2018;Cariu;161
2019;Sukamakmur;161
2020;Parung;161
2021;Gunung Sindur;161
2022;Kemang;161
2023;Bojong Gede;161
2024;Leuwiliang;161
2025;Ciampea;161
2026;Cibungbulang;161
2027;Pamijahan;161
2028;Rumpin;161
2029;Jasinga;161
2030;Parung Panjang;161
2031;Nanggung;161
2032;Cigudeg;161
2033;Tenjo;161
2034;Ciawi;161
2035;Cisarua;161
2036;Megamendung;161
2037;Caringin;161
2038;Cijeruk;161
2039;Ciomas;161
2040;Dramaga;161
2041;Tamansari;161
2042;Klapanunggal;161
2043;Ciseeng;161
2044;Ranca Bungur;161
2045;Sukajaya;161
2046;Tanjungsari;161
2047;Tajurhalang;161
2048;Cigombong;161
2049;Leuwisadeng;161
2050;Tenjolaya;161
2051;Palabuhanratu;162
2052;Simpenan;162
2053;Cikakak;162
2054;Bantargadung;162
2055;Cisolok;162
2056;Cikidang;162
2057;Lengkong;162
2058;Jampangtengah;162
2059;Warungkiara;162
2060;Cikembar;162
2061;Cibadak;162
2062;Nagrak;162
2063;Parungkuda;162
2064;Bojonggenteng;162
2065;Parakansalak;162
2066;Cicurug;162
2067;Cidahu;162
2068;Kalapanunggal;162
2069;Kabandungan;162
2070;Waluran;162
2071;Jampangkulon;162
2072;Ciemas;162
2073;Kalibunder;162
2074;Surade;162
2075;Cibitung;162
2076;Ciracap;162
2077;Gunungguruh;162
2078;Cicantayan;162
2079;Cisaat;162
2080;Kadudampit;162
2081;Caringin;162
2082;Sukabumi;162
2083;Sukaraja;162
2084;Kebonpedes;162
2085;Cireunghas;162
2086;Sukalarang;162
2087;Pabuaran;162
2088;Purabaya;162
2089;Nyalindung;162
2090;Gegerbitung;162
2091;Sagaranten;162
2092;Curugkembar;162
2093;Cidolog;162
2094;Cidadap;162
2095;Tegalbuleud;162
2096;Cimanggu;162
2097;Ciambar;162
2098;Cianjur;163
2099;Warungkondang;163
2100;Cibeber;163
2101;Cilaku;163
2102;Ciranjang;163
2103;Bojongpicung;163
2104;Karangtengah;163
2105;Mande;163
2106;Sukaluyu;163
2107;Pacet;163
2108;Cugenang;163
2109;Cikalongkulon;163
2110;Sukaresmi;163
2111;Sukanagara;163
2112;Campaka;163
2113;Takokak;163
2114;Kadupandak;163
2115;Pagelaran;163
2116;Tanggeung;163
2117;Cibinong;163
2118;Sindangbarang;163
2119;Agrabinta;163
2120;Cidaun;163
2121;Naringgul;163
2122;Campakamulya;163
2123;Cikadu;163
2124;Gekbrong;163
2125;Cipanas;163
2126;Cijati;163
2127;Leles;163
2128;Haurwangi;163
2129;Pasirkuda;163
2130;Cileunyi;164
2131;Cimenyan;164
2132;Cilengkrang;164
2133;Bojongsoang;164
2134;Margahayu;164
2135;Margaasih;164
2136;Katapang;164
2137;Dayeuhkolot;164
2138;Banjaran;164
2139;Pameungpeuk;164
2140;Pangalengan;164
2141;Arjasari;164
2142;Cimaung;164
2143;Cicalengka;164
2144;Nagreg;164
2145;Cikancung;164
2146;Rancaekek;164
2147;Ciparay;164
2148;Pacet;164
2149;Kertasari;164
2150;Baleendah;164
2151;Majalaya;164
2152;Solokanjeruk;164
2153;Paseh;164
2154;Ibun;164
2155;Soreang;164
2156;Pasirjambu;164
2157;Ciwidey;164
2158;Rancabali;164
2159;Cangkuang;164
2160;Kutawaringin;164
2161;Garut Kota;165
2162;Karangpawitan;165
2163;Wanaraja;165
2164;Tarogong Kaler;165
2165;Tarogong Kidul;165
2166;Banyuresmi;165
2167;Samarang;165
2168;Pasirwangi;165
2169;Leles;165
2170;Kadungora;165
2171;Leuwigoong;165
2172;Cibatu;165
2173;Kersamanah;165
2174;Malangbong;165
2175;Sukawening;165
2176;Karangtengah;165
2177;Bayongbong;165
2178;Cigedug;165
2179;Cilawu;165
2180;Cisurupan;165
2181;Sukaresmi;165
2182;Cikajang;165
2183;Banjarwangi;165
2184;Singajaya;165
2185;Cihurip;165
2186;Peundeuy;165
2187;Pameungpeuk;165
2188;Cisompet;165
2189;Cibalong;165
2190;Cikelet;165
2191;Bungbulang;165
2192;Mekarmukti;165
2193;Pakenjeng;165
2194;Pamulihan;165
2195;Cisewu;165
2196;Caringin;165
2197;Talegong;165
2198;Limbangan;165
2199;Selaawi;165
2200;Cibiuk;165
2201;Pangatikan;165
2202;Sucinaraja;165
2203;Cipatujah;166
2204;Karangnunggal;166
2205;Cikalong;166
2206;Pancatengah;166
2207;Cikatomas;166
2208;Cibalong;166
2209;Parungponteng;166
2210;Bantarkalong;166
2211;Bojongasih;166
2212;Culamega;166
2213;Bojonggambir;166
2214;Sodonghilir;166
2215;Taraju;166
2216;Salawu;166
2217;Puspahiang;166
2218;Tanjungjaya;166
2219;Sukaraja;166
2220;Salopa;166
2221;Jatiwaras;166
2222;Cineam;166
2223;Karangjaya;166
2224;Manonjaya;166
2225;Gunungtanjung;166
2226;Singaparna;166
2227;Mangunreja;166
2228;Sukarame;166
2229;Cigalontang;166
2230;Leuwisari;166
2231;Padakembang;166
2232;Sariwangi;166
2233;Sukaratu;166
2234;Cisayong;166
2235;Sukahening;166
